User	Party	Round	Question	Answer	Confidence	Justification	Source
7	2	2	34	5	4	The last Labour government enshrined the ECHR in UK law, and oppose proposals to repeal or water down the Human Rights ACt.  	http://www.independent.co.uk/news/uk/politics/labour-party-conference-sadiq-kahn-vows-to-put-human-rights-at-heart-of-general-election-campaign-9751666.html
10	2	2	34	5	3	"On 17th July 2014, the Labour party published a statement by Sadiq Khan on their website:  ""Sadiq Khan MP, Labour's Shadow Justice Secretary, responding to reports on Conservative proposals on the role of the ECHR, said:  ..The European Court of Human Rights is not perfect and Labour have set out the reforms we would like to make. But to walk away from the Convention that secured basic fundamental rights in the aftermath of the atrocities of the Second World War would be a hugely backwards step and we will never support it."",""http://press.labour.org.uk/post/92034942074/european-court-of-human-rights-story-response"	http://press.labour.org.uk/post/92034942074/european-court-of-human-rights-story-response
3	3	1	1	1	4	Lib Dems to use an equal amount of spending cuts and tax increases.	http://uk.reuters.com/article/2015/02/05/uk-britain-politics-budget-idUKKBN0L900G20150205
6	3	1	1	2	3	Nick Clegg on 5 February said that Lib Dem policy was for £16bn worth of cuts in order to balance the budget (along with some indirect tax raises).   Clearly they are not agreeing to cut spending as much as the Conservatives, but they are still willing to cut from today's budget. 	http://www.libdems.org.uk/nick-clegg-light-at-the-end-of-the-tunnel
7	3	1	1	1	4	Lib Dem leader, Nick Clegg, said in a speech on 5 Feb 2015 that a LibDem government would reduce the deficit through a mix of tax rises and spending cuts. 	http://www.bbc.co.uk/news/uk-politics-31141549
9	3	1	1	2	3	Doesn'Äôt cutting spending harm growth?  Getting the deficit down is actually essential for growth, as it gives businesses the confidence to invest. If we hadn'Äôt cut the deficit we could have ended up like Greece or Spain. '	http://www.libdems.org.uk/get_the_facts_the_deficit
10	3	1	1	2	4	The Liberal Democrat 'Pre-Manifesto' published on 3rd September 2014 states on page 14 'We will ensure further deficit reduction is achieved fairly, and not solely by cutting public spending' - suggesting that public spending will be cut.  	https://d3n8a8pro7vhmx.cloudfront.net/libdems/pages/6272/attachments/original/1409941645/Pre-Manifesto_3_Sep_2014.pdf?1409941645
3	3	1	2	1	4	Liberal democrats are proponents of a mansion tax.	http://www.libdems.org.uk/get_the_facts_mansion_tax
6	3	1	2	1	4	LD is the original architect of this plan. 	http://www.libdems.org.uk/get_the_facts_mansion_tax
7	3	1	2	1	4	"On Lib Dem website:   ""Our Mansion Tax will ensure the rich pay their fair share"",""http://www.libdems.org.uk/get_the_facts_mansion_tax"	http://www.libdems.org.uk/get_the_facts_mansion_tax
9	3	1	2	1	4	Why do Liberal Democrats want a Mansion Tax? The UK tax system is unfair. A very wealthy person with a property worth £3m pays the same Council Tax as a family in a three-bedroom home worth one quarter of the price. Our Mansion Tax will ensure the rich pay their fair share and would be almost impossible to avoid 'Äì you can'Äôt take your mansion offshore!	http://www.libdems.org.uk/get_the_facts_mansion_tax
10	3	1	2	1	4	"The Liberal Democrat Pre-Manifesto states ""we will introduce a banded High Value Property Levy (the 'ÄòMansion Tax') on homes worth over £2 million"" on Page 14."	https://d3n8a8pro7vhmx.cloudfront.net/libdems/pages/6272/attachments/original/1409941645/Pre-Manifesto_3_Sep_2014.pdf?1409941645
3	3	1	4	5	4	Liberal Democrats blocked Conservative plans to abolish inheritance tax, and state so on their website.	http://www.libdems.org.uk/tax
6	3	1	4	5	4	They are proud of blocking a inheritance tax cut so abolishing it is not on the agenda. 	http://www.libdems.org.uk/tax
7	3	1	4	5	4	"Lib Dem website:  ""We blocked [the Conservatives']plans to give millionaires a £270,000 inheritance tax cut"" "	http://www.libdems.org.uk/tax
9	3	1	4	4	3	"""In 2010 the Conservatives wanted inheritance tax cuts for millionaires; we fought for and delivered tax cuts for working people,"" Mr Alexander said."	http://www.bbc.co.uk/news/uk-politics-26481065
10	3	1	4	5	3	"The Liberal Democrat website states:  ""The Conservatives can't be trusted to deliver fair taxes by themselves. We blocked their plans to give millionaires a £270,000 inheritance tax cut"",""http://www.libdems.org.uk/tax"	http://www.libdems.org.uk/tax
3	3	1	5	1	4	Liberal Democrats believe in creating a fairer society. Our plans include removing the winter fuel payments and free TV licences from the wealthiest five per cent of pensioners. 	http://www.libdems.org.uk/conservative-plans-to-ring-fence-pensioners-benefits-unfair
6	3	1	5	1	4	Clegg believes that these benefits should be means-tested and withdrawing winter fuel payment and free tv licence for 40% taxpayers is in the manifesto  (see http://www.bbc.co.uk/news/uk-politics-29642613)	http://www.telegraph.co.uk/news/politics/nick-clegg/8934674/Nick-Clegg-pensioners-benefits-should-be-means-tested.html
7	3	1	5	1	4	"Lib Dem official party website:   ""Our plans include removing the winter fuel payments and free TV licences from the wealthiest five per cent of pensioners."",""http://www.libdems.org.uk/conservative-plans-to-ring-fence-pensioners-benefits-unfair"	http://www.libdems.org.uk/conservative-plans-to-ring-fence-pensioners-benefits-unfair
9	3	1	5	2	3	Labour may have got there by confusing means, but they have now joined the Conservatives and Lib Dems in recognising that universality has had its day. The question now is how far their manifestos go in acknowledging this new reality in 2015: it's still unclear whether free TV licences for pensioners will remain 'Äì and whether this would even save more than it would cost to implement.	http://www.bbc.co.uk/news/uk-politics-26481065
10	3	1	5	3	4	"Lib Dems are in favour of universal free bus passes, but not fuel payment. The September 2014 Pre-Manifesto stated (on p35) that policy is to ""Withdraw eligibility for the Winter Fuel Payment and free TV Licence from pensioners on the higher (40%) rate of income tax. We will retain the current free bus pass for all pensioners."" "	https://d3n8a8pro7vhmx.cloudfront.net/libdems/pages/6272/attachments/original/1409941645/Pre-Manifesto_3_Sep_2014.pdf?1409941645
3	3	1	6	5	4	"Lib Dem delegates voted by a majority of just four (224-220) not to pledge to reintroduce the 50p rate as Clegg and Farron divided. ""To drive home the message of tax reform I think changing one very specific symbolic tax rate is not really the key part of the matter."" The key intervention in the debate came from Vince Cable, who reminded delegates that the party's previous policy was to support a 40p rate alongside a mansion tax and argued that excessively high taxes on income could have negative economic effects. While Orange Bookers such as David Laws and Jeremy Browne would probably like to see the top rate reduced to 40p, Farron and the party's left have demonstrated the support that exists for a more social democratic approach. "	http://www.newstatesman.com/politics/2013/09/cleggs-narrow-victory-50p-tax-rate-shows-how-divided-lib-dems-are
6	3	1	6	4	4	"Absolutely nothing to suggest that Lib Dems want to reduce it; they believe in 'fairness' i.e. the rich paying their way. There is some debate about whether or not to return to 50% top rate of tax. "	http://www.bbc.co.uk/news/uk-politics-29642613
7	3	1	6	5	3	"Danny Alexander, Lib Dem Chief Secretary to Treasury, said in Feb 2014 that a cut to the top (45%) rate of income tax before the 2015 election would happen ""over [his] dead body""."	http://www.bbc.co.uk/news/uk-politics-26042265
9	3	1	6	4	4	"Lib Dems 'would stop cut in 45p tax rate'  A senior Lib Dem minister has said any cuts to the top rate of income tax before next year's general election will only happen ""over my dead body""."	http://www.bbc.co.uk/news/uk-politics-26042265
10	3	1	6	4	3	"In 2012, the Coalition Government reduced the top rate of income tax from 50% to 45%.  However, on 5th February 2014, the Guardian reported:  "" Danny Alexander, chief secretary to the Treasury, said the 45p rate was the ""right place to be"" after the coalition cut the rate from 50p in the 2012 budget.  ""I would say that [a tax cut] would happen over my dead body."" "",""http://www.theguardian.com/politics/2014/feb/05/danny-alexander-tax-rate-cut-boris-johnson"	http://www.theguardian.com/politics/2014/feb/05/danny-alexander-tax-rate-cut-boris-johnson
3	3	1	7	4	4	The Lib Dems, who did pledge renationalisation in the 2005 election, dropped the policy when the party moved to the right under Nick Clegg and the influence of the Orange Bookers.	http://www.theguardian.com/commentisfree/2012/oct/04/public-want-railways-renationalised
6	3	1	7	3	3	It was a manifesto pledge in 2005 and retains a considerable degree of sway among the rank-and-file.   But it wasn't a pledge in 2010 and the top brass haven't mentioned it since. 	http://www.libdemvoice.org/opinion-now-is-the-time-to-renationalise-the-railways-31486.html
7	3	1	7	4	3	Guardian (Oct 2012) reports that Lib Dems dropped pledge to renationalise railways when Nick Clegg took over leadership. 	http://www.theguardian.com/commentisfree/2012/oct/04/public-want-railways-renationalised
9	3	1	7	4	3	'The Liberal Democrats are opposed to full nationalisation, arguing it would cost too much.'	http://www.bbc.co.uk/news/magazine-31621300
10	3	1	7	4	3	"The September 2014 Pre-Manifesto makes no proposals on nationalisation; furthermore, only 4 out of 10 Lib Dem members were in favour in 2012 according to the grassroots website 'LibDemVoice' "	http://www.libdemvoice.org/4in10-lib-dem-members-want-to-see-the-railways-fully-nationalised-31645.html
3	3	1	8	2	4	"Support reform:  Danny Alexander, the Lib Dem chief secretary to the Treasury, called for an overhaul of the policy after a report by the Department of Work and Pensions this week showed that only one in 20 claimants affected by the change had downsized their property. Under the Lib Dem plans, new tenants would receive benefits based on the number of rooms they need. But Alexander said that existing tenants ""would only see a reduction in benefit if they are offered a suitable smaller home and, crucially, turn it down"".  In an article for the Daily Mirror, Alexander wrote: ""The Liberal Democrats will make the case for these new, fairer rules, seeking to get them in place during this parliament. If we can't convince our Conservative coalition partners, we will commit to these reforms in our 2015 manifesto. "	http://www.theguardian.com/society/2014/jul/17/nick-clegg-u-turn-bedroom-tax
6	3	1	8	2	3	Hated by the rank-and-file, and the top brass say that they hate it too, but they voted against changing it in a Labour-called debate on 17 December in Parliament. A tricky issue. 	http://www.independent.co.uk/news/uk/politics/liberal-democrats-scotch-bid-to-vote-down-bedroom-tax-9931679.html
7	3	1	8	4	3	"Lib Dems announced in July 2014 that they wanted to modify - not abolish -  the tax, to mitigate its effects on existing tenants. the Guardian reported that ""Danny Alexander, the Lib Dem chief secretary to the Treasury, called for a major overhaul of the policy to ensure that social tenants living in properties that are too large for their needs would only lose their housing benefit if they refuse an alternative property. Disabled people would also be exempted entirely."",""http://www.theguardian.com/politics/2014/jul/17/nick-clegg-defends-bedroom-tax-policy-shift"	http://www.theguardian.com/politics/2014/jul/17/nick-clegg-defends-bedroom-tax-policy-shift
9	3	1	8	5	3	"An attempt to scrap the controversial bedroom tax has been foiled after Liberal Democrat MPs failed to vote against the policy. The Government defeated a Labour motion to abolish what Iain Duncan Smith prefers to call the ""spare room subsidy"" by a reduced majority of 32, winning the vote 298 to 266."	http://www.independent.co.uk/news/uk/politics/liberal-democrats-scotch-bid-to-vote-down-bedroom-tax-9931679.html
10	3	1	8	4	2	The LIb Dems supported the Tory policy of the 'bedroom tax' in coalition, but voted for plans to  reform to it in Sept 2014 where medical condition or availability prevents tenants moving. 	http://www.libdems.org.uk/lib_dems_win_vote_to_reform_the_bedroom_tax
3	3	1	9	4	3	Their healthcare policies do not mention a reversal of their previous support for private finance or a significant reversal in the use of private companies, or PFIs.	http://www.newstatesman.com/politics/2015/01/what-does-lib-dems-nhs-funding-pledge-mean-general-election
6	3	1	9	2	4	"from the Lib Dem website: ""The Liberal Democrats will never let the NHS be privatised. It will always be there for everyone, free of charge. In fact, the Liberal Democrats in government have reversed some of Labour's secret privatisation, which gave private companies special favours and paid them £250m for operations they didn't even perform. We also made sure the Conservatives agreed the NHS changes would mean that focus is always on the quality of care, not on the lowest cost."",""http://www.libdems.org.uk/get_the_facts_nhs_reform"	http://www.libdems.org.uk/get_the_facts_nhs_reform
7	3	1	9	4	3	Lib Dem's official party website says that the Lib Dems, while in coalition, stopped Tory privatisation plans and reversed previous Labour privatisation. However, it is implied that the current position is the right one, and no further reduction in private sector involvement is proposed. 	http://www.libdems.org.uk/get_the_facts_nhs_reform
9	3	1	9	2	2	We made sure the NHS couldn'Äôt be privatised - if fact we even reversed some of the privatisation that Labour introduced.'	http://www.libdems.org.uk/get_the_facts_nhs_reform
10	3	1	9	2	2	"The Liberal Democrat Party successfully tabled amendments to reduce private sector involvement in the NHS through the 2012 Health and Social Care Bill. The House of Commons library, on page 4 on their report on the Bill, highlighted Liberal Democrat peers' amendments supported by Clegg that led to:  "" 'Äúfinal'Äù changes to the Bill, intended 'Äúto rule out beyond doubt any threat of a US-style market in the NHS'Äù  "",""http://www.parliament.uk/briefing-papers/SN06252.pdf"	http://www.parliament.uk/briefing-papers/SN06252.pdf
3	3	1	10	5	4	Nick Clegg has argued the UK should begin decriminalising drugs.	http://www.theguardian.com/commentisfree/2015/mar/03/war-on-drugs-british-politicians-nick-clegg-richard-branson
6	3	1	10	4	4	"Jon Wheatley sent me this informative leaflet which details that 'The LibDems clearly say no; in their 2014 pre-manifesto they pledge to ""end the use of imprisonment for possession of drugs for personal use and move ... drugs and alcohol policy ... from the Home Office to the Department of Health""'"	
7	3	1	10	5	4	"Lib Dem official party website:   ""The Liberal Democrats advocate scrapping prison sentences for people whose only crime is possession of drugs, instead directing them to get health treatment."",""http://www.libdems.org.uk/uk_drug_laws_need_radical_change"	http://www.libdems.org.uk/uk_drug_laws_need_radical_change
9	3	1	10	4	2	'Nick Clegg has announced that the Liberal Democrat manifesto will include a commitment to end imprisonment for possessing drugs for personal use, so that no one is sent to prison, where their only offence is one of possession.'	http://www.libdems.org.uk/ending_imprisonment_for_the_possession_of_drugs_for_personal_use
10	3	1	10	4	3	"The September 2014 Pre-Manifesto states on page 57:   ""End the use of imprisonment for possession of drugs for personal use and move the drugs and alcohol policy lead from the Home Office to the Department of Health.""  Because no comment is made on the possession of drugs not for personal consumption, I have coded this as 'disagree' and not 'completely disagree'."	https://d3n8a8pro7vhmx.cloudfront.net/libdems/pages/6272/attachments/original/1409941645/Pre-Manifesto_3_Sep_2014.pdf?1409941645
3	3	1	11	5	4	Liberal Democrats believe that we must balance freedom and security, keeping people safe but also protecting their privacy.  We should always be concerned about restricting the hard won freedoms of the majority when we give more powers to the authorities to deal with the minority who may pose a threat.  The response to these issues has to be proportionate and necessary.  That is why we stopped Conservative plans to introduce a 'ÄòSnooper's Charter' that would force internet service providers to keep records of all your texts, emails and every website you visit.  We believe the Snooper's Charter did not get the balance right and that recording everybody's communications on the internet was a step too far.  	http://www.libdems.org.uk/snoopers_charter
6	3	1	11	5	4	Lib Dems scuppered plans for a 'snooper's charter'. 	http://www.libdems.org.uk/snoopers_charter
7	3	1	11	2	3	Lib Dems voted in July 2014 to support the Data Retention and Investigatory Powers Bill, which reinstituted requirements on ISPs to retain and hand over user data. 	http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm140715/debtext/140715-0005.htm#14071577001784
9	3	1	11	4	3	Lib Dems will block any attempt to revive controversial snooper'Äôs charter Sources close to Nick Clegg say party will oppose plan for web service providers to have to retain web histories for a year	http://www.theguardian.com/politics/2015/jan/26/liberal-democratss-to-block-any-snoopers-charter-revival
10	3	1	11	4	3	"The Liberal Democrat website suggests that they will continue to block legislation similar to the Communications Data Bill  ""we stopped Conservative plans to introduce a 'ÄòSnooper's Charter' that would force internet service providers to keep records of all your texts, emails and every website you visit.""  "	http://www.libdems.org.uk/snoopers_charter
3	3	1	13	2	4	"The same motion will also give cautious support for shale gas, saying limited shale gas extraction should be allowed, provided that ""regulations controlling pollution and protecting local environmental quality are strictly enforced, planning decisions remain with local authorities and local communities are fully consulted over extraction and fully compensated for all damage to the local landscape"". "	http://www.theguardian.com/politics/2013/aug/05/liberal-democrats-agenda-tuition-fees
6	3	1	13	3	3	Tessa Munt recently quit as a government aide over fracking. It is clearly divisive.   A recent Bill on a fracking moratorium was heavily whipped but many Lib Dems still rebelled or abstained. 	http://www.bbc.co.uk/news/uk-politics-31012672
7	3	1	13	2	3	"Speech to Lib Dem conference by Ed Davey, Energy and Climate Change Secretary (Autumn 2014)  ""Shale gas is not a magic bullet. But simple opposition to shale gas is also wrong...we will need gas, as a bridge to a zero fossil fuel future, at least for the next two or three decades....Our own gas is much more secure. And, thanks to our tougher environmental regulations, and not having to ship it round the world, our own gas is better for the climate.... But I have had to hold back the Tories' desire to frack every square mile of Britain. Ensuring that gas exploration is safe....Stopping a Tory free-for-all on fracking. That's what we've done 'Äì with our evidence based approach, not a vested interest based approach."" "	http://www.libdems.org.uk/ed_davey_s_speech_to_autumn_conference
9	3	1	13	2	3	"Nick Clegg gives fracking cautious support  Nick Clegg said: ""I think fracking is an issue of huge controversy in some communities; we've seen that in the South East and elsewhere where exploratory drilling has been taking place.""  But he said he believes the government cannot afford to ignore the technology out of hand, as it could make a contribution to the UK energy mix and keep people's bills stable and low."	http://www.bbc.co.uk/news/uk-england-24081792
10	3	1	13	2	3	"The coalition government has pursued with fracking as more senior Lib Dems appear to support it. Despite some protests from Lib Dem MPs on January 26th 2015 parliament voted against a moratorium on fracking and the Lib Dem's issued a three-line-whip to this effect.  City Am reported:  ""A well-placed source has confirmed that voting against a moratorium was a three line whip from the government, meaning Lib Dem and Conservative MPs have to vote for it, or face serious sanction. ""   "	http://www.cityam.com/208047/liberal-democrat-mp-tessa-munt-keeps-government-job-despite-voting-against-fracking
3	3	1	14	5	4	Lib Dems strong advocates of wind farms, and blocked the ending of subsidies during the coalition 2010-15.	http://www.bbc.co.uk/news/uk-politics-27137184
6	3	1	14	4	3	Lib Dems have always supported renewable energy and they do not want the subsidy to end (they do want more investment via the Green Bank though). 	http://www.theguardian.com/politics/2012/feb/06/nick-clegg-wind-power-subsidies
7	3	1	14	5	4	"Lib Dem official party website (Dev 2014):   ""In government, we have blocked a Conservative plans to impose a cap on wind farms."",""http://www.libdems.org.uk/david_cameron_wrongly_implies_that_people_are_fed_up_with_wind_farms"	http://www.libdems.org.uk/david_cameron_wrongly_implies_that_people_are_fed_up_with_wind_farms
9	3	1	14	4	3	"BBC political correspondent Ross Hawkins said the Conservatives and Liberal Democrats had been ""at pains to point out how much they disagree about onshore wind farms"", with David Cameron ""repeatedly saying"" subsidies must eventually be brought to an end."""	http://www.bbc.co.uk/news/uk-politics-27137184
10	3	1	14	4	3	"On 22nd Oct 2014 The Guardian reported how Lib Dem MP:  ""Ed Davey, the energy and climate change secretary, has accused his coalition government partners of 'Äúreckless'Äù behaviour for their manifesto commitment to end subsidies for onshore wind.""  "	http://www.theguardian.com/environment/2014/oct/22/ed-davey-energy-attacks-coalition-partners-pledge-end-wind-subsidies
3	3	1	15	1	4	If you are one of the same sex couples getting married this weekend, I want to congratulate you and wish you the very best of luck. As you make your vows, you'll be making history.  Finally, after years of campaigning, and having seen off some very tough opposition, any couple who wants to get married can get married.  Together we've made our country a place where we celebrate love equally, gay or straight - and for that reason we should all be raising a glass. 	https://www.gov.uk/government/news/nick-cleggs-message-for-the-first-same-sex-weddings-in-the-uk
6	3	1	15	1	4	Manifesto pledge in 2010, and have always been strongly in favour of such an action (although 4 MPs did vote against it). 	http://www.bbc.co.uk/news/uk-politics-11380751
7	3	1	15	1	4	"Lib Dem official party website:  ""Liberal Democrats were the first party to support Equal Marriage for all couples and we are delighted that we have now made this law."",""http://www.libdems.org.uk/equal_marriage"	http://www.libdems.org.uk/equal_marriage
9	3	1	15	1	3	"In his closing speech to Liberal Democrat Conference today, Nick Clegg pledged that thanks to the Liberal Democrats in Government, the UK will see the first same-sex marriage before 2015. The Deputy Prime Minister and Leader of the Liberal Democrats added: ""We are bringing forward proposals for gay marriage, already provoking debate. Let me just say, if you are a young gay person, your freedom to love who you choose is a fundamental right in a liberal society - and you will always have our support."""	http://lgbt.libdems.org.uk/erticle/2012/0569150/nick-clegg-first-gay-marriage-before-2015-because-of-the-lib-dems-in-government
10	3	1	15	1	4	"The Coalition Government introduced same sex marriage and this is championed in the Liberal Democrat Pre-Manifesto of September 2014 on page 68:  ""In this Parliament there have been key advances in the fight for equality 'Äì such as introducing same-sex marriage"" "	https://d3n8a8pro7vhmx.cloudfront.net/libdems/pages/6272/attachments/original/1409941645/Pre-Manifesto_3_Sep_2014.pdf?1409941645
3	3	1	17	4	4	"Although acknowledging christian history and heritage, the party believe in the separation of church and state.  It's much more living and breathing than that; our values and our instincts are clearly drawn from our Christian heritage.  I think they heavily shape our values, but that doesn't mean that we live in an identikit society.  You can have a heritage and identity that can underpin and infuse your values without saying therefore everybody's the same in society.  It just seems to me one actually flows from the other.  "	http://ldcf.net/web/node/305
6	3	1	17	3	2	"Clegg himself wants separation of church and state. The party has a strong Christian chapter but has not specifically said that Britain should stand up for its Christian heritage.   Clegg in 2014: ""'As it happens, I'm not a man of faith, but I don't actually find it particularly controversial to say just look at our history, our heritage, our architecture, our values, or something'Ä¶ of course, you know, of course it's infused by Christianity. In many ways I was slightly nonplussed by people getting very worked up about because I thought, well, you know, I'm not a practising man of faith but I don't find it an issue to say, you know, we have an important, sort of, Christian identity in terms of our history and heritage and so on."",""http://www.secularism.org.uk/news/2014/04/nss-welcomes-lib-dem-leaders-calls-for-separation-of-church-and-state"	http://www.secularism.org.uk/news/2014/04/nss-welcomes-lib-dem-leaders-calls-for-separation-of-church-and-state
7	3	1	17	6	3	No mention in official sources	
9	3	1	17	3	1	N/a	
10	3	1	17	3	3	"On 25th April 2014, Nick Clegg was reported by the BBC:  "" the Lib Dem leader defended PM David Cameron's description of the UK as a ""Christian country"".  But he said Church and state should eventually ""stand on their own two separate feet"".  ...Mr Clegg, who is an atheist, said: ""I'm not a man of faith but I don't find it particularly controversial to say, if you look at our history, heritage, our architecture, our values, of course it is infused by Christianity.  ""I'm slightly nonplussed by people getting very worked up about it.  ""We have an important Christian identity in terms of our history and heritage and so on.  ""That is not to say that somehow we are exclusively Christian...  ""Of course we should remember that one of the greatest Christian values - if you want to put it that way - of tolerance, is that we are open to people of other denominations, other faiths, of all faiths and none."",""http://www.bbc.co.uk/news/uk-politics-27154699"	http://www.bbc.co.uk/news/uk-politics-27154699
3	3	1	18	1	4	The Liberal Democrats will pledge to give fathers an extra four weeks' paternity leave in their manifesto for the general election. 	http://www.bbc.co.uk/news/uk-politics-28993990
6	3	1	18	1	4	will be in the manifesto after long-standing support for principle of policy. 	http://www.bbc.co.uk/news/uk-politics-28993990
7	3	1	18	1	4	"Lib Dem official party website (Aug 2014)  ""Liberal Democrats will give fathers an extra four weeks paternity leave under manifesto plans announced today"",""http://www.libdems.org.uk/six_weeks_paternity_leave_for_fathers"	http://www.libdems.org.uk/six_weeks_paternity_leave_for_fathers
9	3	1	18	1	4	The Liberal Democrats will pledge to give fathers an extra four weeks' paternity leave in their manifesto for the general election.  The allowance will be extended from two to six weeks, under the Lib Dem proposals.	http://www.bbc.co.uk/news/uk-politics-28993990
10	3	1	18	1	4	"The Liberal Democrat website announced on 31st August 2014 that paternity leave would be extended:  ""Liberal Democrats will give fathers an extra four weeks paternity leave under manifesto plans announced today.""  "	http://www.libdems.org.uk/six_weeks_paternity_leave_for_fathers
3	3	1	19	5	3	"Liberal Democrats have previously expressed strong discontent about the 'racialisation' of housing.  In 2007, The Liberal Democrat local government spokesman, Andrew Stunell, said: ""There are one-and-a-half million families on the council housing waiting list and the Labour government keeps selling houses off. The first thing to do is start building social housing again, not to blame immigrants for the catastrophic government failure to tackle the issue.""  "	http://www.theguardian.com/politics/2007/may/21/immigration.immigrationandpublicservices
6	3	1	19	4	2	Nothing to suggest discriminating in favour of local people. 	
7	3	1	19	4	3	"In a speech in Aug 2014, Nick Clegg said:   "" We've also made it impossible for newly arrived migrants to leapfrog local people patiently queuing for social housing 'Äì you'll have to live in an area for two years before you can be added to the list"".   This falls short of a requirement that your family were born in the area. "	http://www.libdems.org.uk/nick_clegg_s_immigration_speech
9	3	1	19	3	1	N/a	
10	3	1	19	3	2	"On 5th August 2014, Nick Clegg outlined how the Coalition had implemented social housing policy:  "" We've also made it impossible for newly arrived migrants to leapfrog local people patiently queuing for social housing 'Äì you'll have to live in an area for two years before you can be added to the list""."	http://www.libdems.org.uk/nick_clegg_s_immigration_speech
3	3	1	20	4	4	Liberal Democrats have attacked mooted plans to reintroduce grammar schools in Wales. However, they do not support the abolition of existing schools.	http://news.bbc.co.uk/1/hi/education/6660823.stm
6	3	1	20	4	2	Lib Dems are in favour of increasing standards of schools within a mixed-ability framework. See 'education' section of Justification Source	https://d3n8a8pro7vhmx.cloudfront.net/libdems/pages/6272/attachments/original/1409941645/Pre-Manifesto_3_Sep_2014.pdf?1409941645
7	3	1	20	3	3	Lib Dem education policy contains no plans to abolish existing selection, or extend selection. 	http://www.libdems.org.uk/education_children
9	3	1	20	4	1	N/a	
10	3	1	20	4	3	"On 21st November 2014, Nick Clegg was quoted as saying:   ""'ÄúSome of them seem to be hankering towards a kind of selective approach to education, which I don't think works.  'ÄúNon-selective schools stream and a lot of them stream quite forcefully, that's all fine, but I think a segregated school system is not what this country needs.'Äù "",""http://schoolsweek.co.uk/selective-schools-are-not-what-this-country-needs-says-clegg/"	http://schoolsweek.co.uk/selective-schools-are-not-what-this-country-needs-says-clegg/
3	3	1	21	5	4	The next Lib Dem party manifesto will say all schools should adhere to new standards on meals and demand that teachers are either qualified or near qualification. It will not, however, demand local authority control. 	http://www.bbc.co.uk/news/education-24599458
6	3	1	21	3	2	Some Lib Dems like David Laws actually like Academies and Free schools. Most others don't, but No suggestion that they will be placed under LA control (only that all teachers must be qualified from 2016). 	http://www.independent.co.uk/news/education/education-news/nick-cleggs-split-with-tories-over-free-schools-and-academies-opens-rift-with-lib-dems-colleagues-8892566.html
7	3	1	21	4	3	Lib Dem's official party website reports their proposals to required academies and free schools to follow the national curriculum - but makes no mention of local authority control. 	http://www.libdems.org.uk/a_qualified_teacher_for_every_child
9	3	1	21	3	1	Liberal Democrats vote to oppose free schools Party's conference backed motion that attacks free schools because they risk 'increasing social divisiveness and inequity'	http://www.theguardian.com/politics/2010/sep/20/liberal-democrats-oppose-free-schools
10	3	1	21	4	2	"On 20th October 2013, the BBC reported:  "" For three-and-a-half years, the Lib Dems have been part of a coalition that was committed to free schools.  But some of these schools have had bad publicity recently. Nick Clegg wants to see changes that would ""reassure parents"".  That would mean less flexibility and the imposition of certain minimum standards."",""http://www.bbc.co.uk/news/education-24599458"	http://www.bbc.co.uk/news/education-24599458
3	3	1	22	5	4	The Lib Dem manifesto will accept the £9,000 fees cap and the party has rejected the idea of trying to cut the maximum annual fee to £6,000. 	http://www.independent.co.uk/student/news/nick-clegg-pleads-with-students-to-trust-the-lib-dems-again-in-an-another-attempt-to-put-the-tuition-fee-farrago-behind-him-9152672.html
6	3	1	22	4	3	No longer in the manifesto. They are now defending £9k fees, but the members are still seething. 	http://www.libdems.org.uk/get_the_facts_student_finance
7	3	1	22	5	4	Vince Cable condemned Labour's plan to cut tuition fees to £6000 in Feb 2015 (Guardian website)	http://www.theguardian.com/education/video/2015/feb/27/labour-plans-university-tuition-fees-complete-nonsense-vince-cable-video
9	3	1	22	5	4	Keep fees at £9k a year.	http://www.libdems.org.uk/get_the_facts_student_finance
10	3	1	22	5	4	The Coalition Government raised tuition fees and Vince Cable MP has recently derided Labour plans to reduce it as:  'Äúa populist gesture that would achieve nothing and do a lot of damage'Äù. 	http://www.theguardian.com/education/2015/feb/20/labour-university-tuition-fees-vince-cable
3	3	1	23	1	4	Liberal Democrats are as earnestly pro-European as UKIP is raucously Eurosceptic.  In an election broadcast on February 5th Nick Clegg, the party's leader, listed the advantages of Britain's EU membership and declared the Lib Dems the only unabashed 'Äúparty of in'Äù 	http://www.economist.com/news/britain/21597926-liberal-democrats-think-they-can-win-votes-being-pro-european-trepid-move
6	3	1	23	1	4	Policy is to have a referendum and campaign to stay in. 	http://www.libdems.org.uk/europe_referendum_reform
7	3	1	23	1	4	"Lib Dem official party website:   ""Liberal Democrats believe that there should be a referendum on whether or not Britain remains a member of the EU...When the referendum comes, we will campaign for us to remain IN.""  "	http://www.libdems.org.uk/europe_referendum_reform
9	3	1	23	1	4	Liberal Democrats believe that there should be a referendum on whether or not Britain remains a member of the EU. We have this referendum next time (and every time) there is a large new treaty being proposed. In fact, we've even made this law.  When the referendum comes, we will campaign for us to remain IN.	http://www.libdems.org.uk/europe_referendum_reform
